	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	nodrawundergray	featurereclamate	nodisplayinfo	permanent	energy 
ReImagined HPI RAW\features\mars\ROCKS.MarsRock06	mars	Rock	rocks	0	2	1	10	marsrocks	rock06	rock06shad	0	1	100	25	2000		rock06rec											marsrock05hit		1				1					marsrock06scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock07	mars	Rock	rocks	0	3	4	10	marsrocks	rock07	rock07shad	0	1	100	75	2000		rock07rec											marsrock02hit		1				1					marsrock07scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock08	mars	Rock	rocks	0	2	2	10	marsrocks	rock08	rock08shad	0	1	100	50	2000		rock08rec											marsrock04hit		1				1					marsrock08scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock09	mars	Rock	rocks	0	3	3	10	marsrocks	rock09	rock09shad	0	1	100	75	2000		rock09rec											marsrock02hit		1				1					marsrock09scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock10	mars	Rock	rocks	0	4	3	10	marsrocks	rock10	rock10shad	0	1	100	75	2000		rock10rec											marsrock02hit		1				1					marsrock10scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock11	mars	Rock	rocks	0	2	2	10	marsrocks	rock11	rock11shad	0	1	100	25	2000		rock11rec											marsrock05hit		1				1					marsrock11scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock12	mars	Rock	rocks	0	2	2	10	marsrocks	rock12	rock12shad	0	1	100	50	2000		rock12rec											marsrock04hit		1				1					marsrock12scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock13	mars	Rock	rocks	0	2	3	10	marsrocks	rock13	rock13shad	0	1	100	50	2000		rock13rec											marsrock04hit		1				1					marsrock13scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock14	mars	Rock	rocks	0	2	2	10	marsrocks	rock14	rock14shad	0	1	100	50	2000		rock14rec											marsrock04hit		1				1					marsrock14scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock15	mars	Rock	rocks	0	2	2	10	marsrocks	rock15	rock15shad	0	1	100	50	2000		rock15rec											marsrock04hit		1				1					marsrock15scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock16	mars	Rock	rocks	0	2	2	10	marsrocks	rock16	rock16shad	0	1	100	50	2000		rock16rec											marsrock03hit		1				1					marsrock16scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock17	mars	Rock	rocks	0	3	4	10	marsrocks	rock17	rock17shad	0	1	100	75	2000		rock17rec											marsrock02hit		1				1					marsrock17scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock18	mars	Rock	rocks	0	2	2	10	marsrocks	rock18	rock18shad	0	1	100	25	2000		rock18rec											marsrock05hit		1				1					marsrock18scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock19	mars	Rock	rocks	0	1	1	4	marsrocks	rock19	rock19shad	0	1	100	25	2000		rock19rec											marsrock05hit		1				1					marsrock19scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock20	mars	Rock	rocks	0	2	2	10	marsrocks	rock20	rock20shad	0	1	100	50	2000		rock20rec											marsrock04hit		1				1					marsrock20scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock21	mars	Rock	rocks	0	3	2	10	marsrocks	rock21	rock21shad	0	1	100	50	2000		rock21rec											marsrock03hit		1				1					marsrock21scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock22	mars	Rock	rocks	0	4	2	10	marsrocks2	rock22	rock22shad	0	1	100	50	2000		rock22rec											marsrock03hit		1				1					marsrock22scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock23	mars	Rock	rocks	0	2	2	10	marsrocks2	rock23	rock23shad	0	1	100	50	2000		rock23rec											marsrock03hit		1				1					marsrock23scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock24	mars	Rock	rocks	0	3	2	10	marsrocks2	rock24	rock24shad	0	1	100	50	2000		rock24rec											marsrock04hit		1				1					marsrock24scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock25	mars	Rock	rocks	0	2	2	10	marsrocks2	rock25	rock25shad	0	1	100	50	2000		rock25rec											marsrock04hit		1				1					marsrock25scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock26	mars	Rock	rocks	0	2	2	10	marsrocks2	rock26	rock26shad	0	1	100	50	2000		rock26rec											marsrock04hit		1				1					marsrock26scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock27	mars	Rock	rocks	0	4	4	10	marsrocks2	rock27	rock27shad	0	1	100	100	2000		rock27rec											marsrock01hit		1				1					marsrock27scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock28	mars	Rock	rocks	0	4	4	10	marsrocks2	rock28	rock28shad	0	1	100	100	2000		rock28rec											marsrock01hit		1				1					marsrock28scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock29	mars	Rock	rocks	0	2	2	10	marsrocks2	rock29	rock29shad	0	1	100	50	2000		rock29rec											marsrock04hit		1				1					marsrock29scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock30	mars	Rock	rocks	0	2	2	10	marsrocks2	rock30	rock30shad	0	1	100	50	2000		rock30rec											marsrock04hit		1				1					marsrock30scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock31	mars	Rock	rocks	0	2	1	10	marsrocks2	rock31	rock31shad	0	1	100	50	2000		rock31rec											marsrock05hit		1				1					marsrock31scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock32	mars	Rock	rocks	0	2	2	10	marsrocks2	rock32	rock32shad	0	1	100	50	2000		rock32rec											marsrock04hit		1				1					marsrock32scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock33	mars	Rock	rocks	0	2	2	10	marsrocks2	rock33	rock33shad	0	1	100	50	2000		rock33rec											marsrock03hit		1				1					marsrock33scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock34	mars	Rock	rocks	0	2	2	10	marsrocks2	rock34	rock34shad	0	1	100	50	2000		rock34rec											marsrock03hit		1				1					marsrock34scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock35	mars	Rock	rocks	0	1	1	10	marsrocks2	rock35	rock35shad	0	1	100	25	2000		rock35rec											marsrock05hit		1				1					marsrock35scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock36	mars	Rock	rocks	0	1	1	10	marsrocks2	rock36	rock36shad	0	1	100	25	2000		rock36rec											marsrock05hit		1				1					marsrock36scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock37	mars	Rock	rocks	0	1	1	10	marsrocks2	rock37	rock37shad	0	1	100	25	2000		rock37rec											marsrock05hit		1				1					marsrock37scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock38	mars	Rock	rocks	0	1	1	10	marsrocks2	rock38	rock38shad	0	1	100	25	2000		rock38rec											marsrock05hit		1				1					marsrock38scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock39	mars	Rock	rocks	0	3	3	10	marsrocks2	rock39	rock39shad	0	1	100	50	2000		rock39rec											marsrock03hit		1				1					marsrock39scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock40	mars	Rock	rocks	0	3	3	10	marsrocks2	rock40	rock40shad	0	1	100	50	2000		rock40rec											marsrock04hit		1				1					marsrock40scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock41	mars	Rock	rocks	0	4	4	10	marsrocks2	rock41	rock41shad	0	1	100	50	2000		rock41rec											marsrock03hit		1				1					marsrock41scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock42	mars	Rock	rocks	0	4	4	10	marsrocks2	rock42	rock42shad	0	1	100	50	2000		rock42rec											marsrock03hit		1				1					marsrock42scar			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock01Hit	mars	Rock	rocks	0	5	6	0	marsrocks3	rock01hit	rock01hitshad	0	1	100	75	2000		rock01hitrec											marsrock01gone		1				1					marsrock01gone			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock02Hit	mars	Rock	rocks	0	4	4	0	marsrocks3	rock02hit	rock02hitshad	0	1	100	50	2000		rock02hitrec											marsrock02gone		1				1					marsrock02gone			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock03Hit	mars	Rock	rocks	0	3	3	0	marsrocks3	rock03hit	rock03hitshad	0	1	100	25	2000		rock03hitrec											marsrock03gone		1				1					marsrock03gone			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock04Hit	mars	Rock	rocks	0	2	2	0	marsrocks3	rock04hit	rock04hitshad	0	1	100	25	2000		rock04hitrec											marsrock04gone		1				1					marsrock04gone			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock05Hit	mars	Rock	rocks	0	2	2	0	marsrocks3	rock05hit	rock05hitshad	0	1	100	25	2000		rock05hitrec											marsrock05gone		1				1					marsrock05gone			
ReImagined HPI RAW\features\mars\ROCKS.MarsRock01Gone	mars	Damaged Terrain	scars	0	5	6	0	marsrocks3	rock01gone		0	1	100		20000													marsrock01gone						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock02Gone	mars	Damaged Terrain	scars	0	4	4	0	marsrocks3	rock02gone		0	1	100		20000													marsrock02gone						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock03Gone	mars	Damaged Terrain	scars	0	3	3	0	marsrocks3	rock03gone		0	1	100		20000													marsrock03gone						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock04Gone	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock04gone		0	1	100		20000													marsrock04gone						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock05Gone	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock05gone		0	1	100		20000													marsrock05gone						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock01Scar	mars	Damaged Terrain	scars	0	3	2	0	marsrocks3	rock01goneshad		0	1	100		20000													marsrock01scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock02Scar	mars	Damaged Terrain	scars	0	2	3	0	marsrocks3	rock02goneshad		0	1	100		20000													marsrock02scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock03Scar	mars	Damaged Terrain	scars	0	4	3	0	marsrocks3	rock03goneshad		0	1	100		20000													marsrock03scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock04Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock04goneshad		0	1	100		20000													marsrock04scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock05Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock05goneshad		0	1	100		20000													marsrock05scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock06Scar	mars	Damaged Terrain	scars	0	2	1	0	marsrocks3	rock06goneshad		0	1	100		20000													marsrock06scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock07Scar	mars	Damaged Terrain	scars	0	3	4	0	marsrocks3	rock07goneshad		0	1	100		20000													marsrock07scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock08Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock08goneshad		0	1	100		20000													marsrock08scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock09Scar	mars	Damaged Terrain	scars	0	3	3	0	marsrocks3	rock09goneshad		0	1	100		20000													marsrock09scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock10Scar	mars	Damaged Terrain	scars	0	4	3	0	marsrocks3	rock10goneshad		0	1	100		20000													marsrock10scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock11Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock11goneshad		0	1	100		20000													marsrock11scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock12Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock12goneshad		0	1	100		20000													marsrock12scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock13Scar	mars	Damaged Terrain	scars	0	2	3	0	marsrocks3	rock13goneshad		0	1	100		20000													marsrock13scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock14Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock14goneshad		0	1	100		20000													marsrock14scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock15Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock15goneshad		0	1	100		20000													marsrock15scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock16Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock16goneshad		0	1	100		20000													marsrock16scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock17Scar	mars	Damaged Terrain	scars	0	3	4	0	marsrocks3	rock17goneshad		0	1	100		20000													marsrock17scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock18Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock18goneshad		0	1	100		20000													marsrock18scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock19Scar	mars	Damaged Terrain	scars	0	1	1	0	marsrocks3	rock19goneshad		0	1	100		20000													marsrock19scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock20Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock20goneshad		0	1	100		20000													marsrock20scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock21Scar	mars	Damaged Terrain	scars	0	3	2	0	marsrocks3	rock21goneshad		0	1	100		20000													marsrock21scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock22Scar	mars	Damaged Terrain	scars	0	4	2	0	marsrocks3	rock22goneshad		0	1	100		20000													marsrock22scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock23Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock23goneshad		0	1	100		20000													marsrock23scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock24Scar	mars	Damaged Terrain	scars	0	3	2	0	marsrocks3	rock24goneshad		0	1	100		20000													marsrock24scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock25Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock25goneshad		0	1	100		20000													marsrock25scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock26Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock26goneshad		0	1	100		20000													marsrock26scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock27Scar	mars	Damaged Terrain	scars	0	4	4	0	marsrocks3	rock27goneshad		0	1	100		20000													marsrock27scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock28Scar	mars	Damaged Terrain	scars	0	4	4	0	marsrocks3	rock28goneshad		0	1	100		20000													marsrock28scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock29Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock29goneshad		0	1	100		20000													marsrock29scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock30Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock30goneshad		0	1	100		20000													marsrock30scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock31Scar	mars	Damaged Terrain	scars	0	2	1	0	marsrocks3	rock31goneshad		0	1	100		20000													marsrock31scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock32Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock32goneshad		0	1	100		20000													marsrock32scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock33Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock33goneshad		0	1	100		20000													marsrock33scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock34Scar	mars	Damaged Terrain	scars	0	2	2	0	marsrocks3	rock34goneshad		0	1	100		20000													marsrock34scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock35Scar	mars	Damaged Terrain	scars	0	1	1	0	marsrocks3	rock35goneshad		0	1	100		20000													marsrock35scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock36Scar	mars	Damaged Terrain	scars	0	1	1	0	marsrocks3	rock36goneshad		0	1	100		20000													marsrock36scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock37Scar	mars	Damaged Terrain	scars	0	1	1	0	marsrocks3	rock37goneshad		0	1	100		20000													marsrock37scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock38Scar	mars	Damaged Terrain	scars	0	1	1	0	marsrocks3	rock38goneshad		0	1	100		20000													marsrock38scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock39Scar	mars	Damaged Terrain	scars	0	3	3	0	marsrocks3	rock39goneshad		0	1	100		20000													marsrock39scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock40Scar	mars	Damaged Terrain	scars	0	3	3	0	marsrocks3	rock40goneshad		0	1	100		20000													marsrock40scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock41Scar	mars	Damaged Terrain	scars	0	4	4	0	marsrocks3	rock41goneshad		0	1	100		20000													marsrock41scar						0								
ReImagined HPI RAW\features\mars\ROCKS.MarsRock42Scar	mars	Damaged Terrain	scars	0	4	4	0	marsrocks3	rock42goneshad		0	1	100		20000													marsrock42scar						0								
ReImagined HPI RAW\features\mars\VENTS.MarsVent01	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent01				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent02	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent02				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent03	mars	Thermal Vent	steamvents	1	1	1	0	MarsVents	vent03				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent04	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent04				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent05	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent05				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent06	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent06				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent07	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent07				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent08	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent08				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent09	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent09				0			1																			1							
ReImagined HPI RAW\features\mars\VENTS.MarsVent10	mars	Thermal Vent	steamvents	1	1	1	0	marsvents	vent10				0			1																			1							
ReImagined HPI RAW\features\mars\watermetal.marsaquaore1	mars	Metal	metal	0	3	3	0	marsaquaore	marsaquaore1		0	1	5	88	32009	1																										
ReImagined HPI RAW\features\mars\watermetal.marsaquaore2	mars	Metal	metal	0	3	3	0	marsaquaore	marsaquaore2		0	1	5	121	32009	1																										
ReImagined HPI RAW\features\mars\watermetal.marsaquaore3	mars	Metal	metal	0	3	3	0	marsaquaore	marsaquaore3		0	1	5	244	32009	1																										
ReImagined HPI RAW\features\metal\buildings.MetalTower01	Metal	Comm Uplink	building	0	5	5	75	towers	tower01	tower01shad	0	1	100	150	2000		tower01rec										bigboom	tower01scar		1				1					tower01scar			
ReImagined HPI RAW\features\metal\buildings.Tower01Scar	Metal	Damaged Surface	scars	0	5	5	0	towerscars	tower01scar		0	1	100		20000													tower01scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower02	Metal	Comm Uplink	building	0	5	5	75	towers	tower02	tower02shad	0	1	100	150	2000		tower02rec										bigboom	tower02scar		1				1					tower02scar			
ReImagined HPI RAW\features\metal\buildings.Tower02Scar	Metal	Damaged Surface	scars	0	5	5	0	towerscars	tower02scar		0	1	100		20000													tower02scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower03	Metal	Ventilation Engine	building	0	8	7	20	towers	tower03	tower03shad	0	1	100	100	2000		tower03rec										bigboom	tower03scar		1				1					tower03scar			
ReImagined HPI RAW\features\metal\buildings.Tower03Scar	Metal	Damaged Surface	scars	0	8	7	0	towerscars	tower03scar		0	1	100		20000													tower03scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower04	Metal	Ventilation Engine	building	0	7	7	0	towers	tower04	tower04shad	0	1	100	100	2000		tower04rec										bigboom	tower04scar		1				1					tower04scar			
ReImagined HPI RAW\features\metal\buildings.Tower04Scar	Metal	Damaged Surface	scars	0	7	7	0	towerscars	tower04scar		0	1	100		20000													tower04scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower05	Metal	Thermal Regulator	building	0	5	5	0	towers	tower05	tower05shad	0	1	100	75	2000		tower05rec										smallboom	tower05scar		1				1					tower05scar			
ReImagined HPI RAW\features\metal\buildings.Tower05Scar	Metal	Damaged Surface	scars	0	5	5	0	towerscars	tower05scar		0	1	100		20000													tower05scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower06	Metal	Thermal Regulator	building	0	5	5	0	towers	tower06	tower06shad	0	1	100	75	2000		tower06rec										smallboom	tower06scar		1				1					tower06scar			
ReImagined HPI RAW\features\metal\buildings.Tower06Scar	Metal	Damaged Surface	scars	0	5	5	0	towerscars	tower06scar		0	1	100		20000													tower06scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower07	Metal	Seismic Monitor	building	0	6	5	0	towers	tower07	tower07shad	0	1	100	75	2000		tower07rec										smallboom	tower07scar		1				1					tower07scar			
ReImagined HPI RAW\features\metal\buildings.Tower07Scar	Metal	Damaged Surface	scars	0	6	5	0	towerscars	tower07scar		0	1	100		20000													tower07scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower08	Metal	Seismic Monitor	building	0	5	6	0	towers	tower08	tower08shad	0	1	100	75	2000		tower08rec										smallboom	tower08scar		1				1					tower08scar			
ReImagined HPI RAW\features\metal\buildings.Tower08Scar	Metal	Damaged Surface	scars	0	5	6	0	towerscars	tower08scar		0	1	100		20000													tower08scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower09	Metal	Regulator Complex	building	0	3	4	10	towers	tower09	tower09shad	0	1	100	50	2000		tower09rec										smallboom	tower09scar		1				1					tower09scar			
ReImagined HPI RAW\features\metal\buildings.Tower09Scar	Metal	Damaged Surface	scars	0	3	4	0	towerscars	tower09scar		0	1	100		20000													tower09scar						0								
ReImagined HPI RAW\features\metal\buildings.MetalTower10	Metal	Pressure Valve	building	0	1	2	3	towers	tower10	tower10shad	0	1	100	25	2000		tower10rec											tower10scar		1				1					tower10scar			
