	UnitName	Version	Side	Objectname	Designation	Name	Description	FootprintX	FootprintZ	BuildCostEnergy	BuildCostMetal	MaxDamage	MaxWaterDepth	MaxSlope	EnergyUse	BuildTime	WorkerTime	BMcode	Builder	ThreeD	ZBuffer	NoAutoFire	SightDistance	RadarDistance	SoundCategory	EnergyStorage	MetalStorage	ExplodeAs	SelfDestructAs	Category	TEDClass	Copyright	YardMap	Corpse	GermanName	GermanDescription	UnitNumber	FrenchName	Frenchdescription	firestandorders	StandingFireOrder	mobilestandorders	StandingMoveOrder	canmove	canpatrol	canstop	SpanishName	SpanishDescription	ItalianName	ItalianDescription	Ovradjust	canguard	MaxVelocity	BrakeRate	Acceleration	TurnRate	SteeringMode	ShootMe	Scale	EnergyMake	DefaultMissionType	maneuverleashlength	MovementClass	MinWaterDepth	buildangle	canattack	Weapon1	Weapon2	Weapon3	downloadable	wpri_badTargetCategory	BadTargetCategory	wsec_badTargetCategory	Floater	Canfly	cruisealt	BankScale	Builddistance	CanReclamate	MetalMake	Upright	standingmoveorder	SonarDistance	WaterLine	Downloadable	Spanishdescription	Italiandescription	NoChaseCategory	canhover	digger	DamageModifier	antiweapons	ai_weight	ai_limit	noshadow	floater	waterline	ActivateWhenBuilt	onoffable	RadarDistanceJam	NoShadow	Waterline	sortbias	IsAirBase	TransMaxUnits	canload	transportsize	transportcapacity	altfromsealevel	corpse	norestrict	HoverAttack	CloakCost	candgun	CloakCostMoving	HealTime	CanCapture	HideDamage	ImmuneToParalyzer	Commander	ShowPlayerName	mincloakdistance	maxwaterdepth	amphibious	IsFeature	PigLatinName	JapaneseName	PigLatinDescription	MoveRate1	Buildangle	MakesMetal	teleporter	Stealth	ExtractsMetal	kamikaze	selfdestructcountdown	init_cloaked	attackrunlength	SonarDistanceJam	FrenchDescription	istargetingupgrade	transportmaxunits	TidalGenerator	kamikazedistance	WindGenerator	MobileStandOrders	weapon1	cantbetransported	Germanname	Germandescription	Frenchname	Spanishname	Italianname	canreclamate	canresurrect	resurrect	stealth	BuildAngle	OVRadjust	upright	ovradjust	PitchScale	MoveRate2
ReImagined HPI Compile\ReIm_Units\CORMAKR.UNITINFO	CORMAKR	1	CORE	CORMAKR	MM-15	Metal Maker	Metal Maker	4	3	700	0	150	0	10	60	2682	0	0	0	1	1	0	210	0	CORE_MAKER	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL LEVEL1 NOWEAPON  NOTAIR NOTSUB 	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooooooo	cormakr_dead	Metallgenerator	Wandelt Energie in Metall um	116	Métallo	Transforme le métal en énergie								Productor de Metal	Produce metal	Generatore di Metallo	Fabbrica metalli	1														8192					1																												1	1																																1																																
ReImagined HPI Compile\ReIm_Units\CORMART.UNITINFO	CORMART	1	CORE	CORMART	MB-PS15	Mobile Artillery	Mobile Artillery	3	3	1535	251	600	0	12	0.5	4523	0	1	0	1	1	0	230	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		cormart_dead	Pillager	Mobile Artillerie	117	Maraudeur	Artillerie mobile	1	2	1	1	1	1	1	Artillería Móvil	Artillería móvil	Artiglieria Mobile	Artiglieria mobile	1	1	0.9	0.01	0.012	350	1	1		0.5	Standby	640	TANKSH3			1	CORE_ARTILLERY				VTOL	VTOL																VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORMEX.UNITINFO	CORMEX	1	CORE	CORMEX	ME-7	Metal Extractor	Extracts Metal	3	3	514	51	175	0	10	3	1874	0	0	0	1	1	0	210	0	CORE_MEX	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE metal extractor level1 NOWEAPON NOTAIR NOTSUB 	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	cormex_dead	Metallextraktor	Gewinnt Metall	118	Extracteur	Extrait le métal								Extractor de Metal	Extrae metales	Estrattore di Metallo	Estrae metalli	1														2048																																	1	1																																			0.001																													
ReImagined HPI Compile\ReIm_Units\CORMH.UNITINFO	CORMH	1.2	CORE	CORMH	COR-MRJ	Nixer	Hovercraft Rocket Launcher	3	3	3352	318	460	0	16	2.6	19124	0	1	0	1	1	0	280	0	CORE_HOVER_MID	0	0	BIG_UNITEX	BIG_UNIT	CORE HOVER WEAPON LEVEL2 NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		cormh_dead	Räuber	Hovercraft-Raketenwerfer	288	Nixer	Hovercraft Lance-Roquette	1	2	1	1	1	1	1	Nixer		Nixer			1	2.1	0.09	0.04	230	1	1		2.6	Standby	640	TANKHOVER3			1	CORMH_WEAPON			1	VTOL	VTOL														Hovercraft lanzador de torpedos	Hovercraft lanciarazzi	VTOL	1																																																																										
ReImagined HPI Compile\ReIm_Units\CORMINE1.UNITINFO	CORMINE1	1.2	CORE	CORMINE1	GTK1	M-104	Low Damage, Med. Range Mine	1	1	532	20	200	0	15	0	665	0	0	0	1	1	0	55	0	MINE2	0	0	CORMINE1	CORMINE1	CORE MINE WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE CTRL_M	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	o		M-104	Sprengmine mit räumlich begrenzter, geringer Wirkung	211	M-104	Mine Moy. Portée, D. Lég.	0	2			0	0	0	M-104	Mina de alcance medio, pocos daños	Mina M-104	Medio raggio, potenza minima		0									Standby_Mine					0				1																																											5									10													1	1	1																										
ReImagined HPI Compile\ReIm_Units\CORMINE2.UNITINFO	CORMINE2	1.2	CORE	CORMINE2	GTK2	M-209	Low Damage, Large Range Mine	1	1	1156	48	200	0	15	0	1445	0	0	0	1	1	0	55	0	MINE2	0	0	CORMINE2	CORMINE2	CORE MINE WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE CTRL_M	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	o		M-209	Sprengmine mit flächendeckender, geringer Wirkung	212	M-209	Mine Gra. Portée, D. Lég.	0	2			0	0	0	M-209	Mina de largo alcance, pocos daños	Mina M-209	Lungo raggio, potenza minima		0									Standby_Mine					0				1																																											11									10													1	1	1																										
ReImagined HPI Compile\ReIm_Units\CORMINE3.UNITINFO	CORMINE3	1.2	CORE	CORMINE3	ETK3	M-303	Med. Damage, Med. Range Mine	1	1	1704	73	200	0	15	0	2130	0	0	0	1	1	0	55	0	MINE2	0	0	CORMINE3	CORMINE3	CORE MINE WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE CTRL_M	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	o		M-303	Mittlerer Wirkungsbereich, mittlerer Schaden	213	M-303	Mine Moy. Portée, D. Moy.	0	2			0	0	0	M-303	Mina de alcance medio, daños moderados	Mina M-303	Medio raggio, potenza media		0									Standby_Mine					0				1																																											15									10													1	1	1																										
ReImagined HPI Compile\ReIm_Units\CORMINE4.UNITINFO	CORMINE4	1.2	CORE	CORMINE4	GTK4	M-420	High Damage, Med. Range Mine	1	1	2342	104	200	0	15	0	2927	0	0	0	1	1	0	55	0	MINE2	0	0	CORMINE4	CORMINE4	CORE MINE WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE CTRL_M	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	o		M-420	Mittlerer Wirkungsbereich, extremer Schaden	214	M-420	Mine Moy. Portée, D. Imp.	0	2			0	0	0	M-420	Mina de alcance medio, grandes daños	Mina M-420	Medio raggio, potenza massima		0									Standby_Mine					0				1																																											21									10													1	1	1																										
ReImagined HPI Compile\ReIm_Units\CORMINE5.UNITINFO	CORMINE5	1.2	CORE	CORMINE5	GTK5	M-515	High Damage, Large Range Mine	1	1	7607	264	200	0	15	0	9508	0	0	0	1	1	0	70	0	MINE4	0	0	CORMINE5	CORMINE5	CORE MINE WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE CTRL_M	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	o		M-515	Großer Wirkungsbereich, extremer Schaden	215	M-515	Mine Gra. Portée, D. Imp.	1	2			0	0	0	M-515	Mina de largo alcance, grandes daños	Mina M-515	Lungo raggio, potenza massima		0									Standby_Mine					0				1																																											70									10													1	1	1																										
ReImagined HPI Compile\ReIm_Units\CORMINE6.UNITINFO	CORMINE6	1.2	CORE	CORMINE6	GTK6	M-610	Nuclear Mine	1	1	26172	595	200	0	15	0	32715	0	0	0	1	1	0	90	0	MINE4	0	0	CORMINE6	CORMINE6	CORE MINE WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE CTRL_M	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	o		M-610	Nuklearmine	199	M-610	Mine Nucléaire	1	0			0	0	0	M-610	Mina Nuclear	Mina M-610	Mina nucleare		0									Standby_Mine					0				1																																											123									10													1	2	1																										
ReImagined HPI Compile\ReIm_Units\CORMIST.UNITINFO	CORMIST	1	CORE	CORMIST	MA-GM2	Slasher	Missile Launcher	3	3	947	116	655	12	16	0.5	1820	0	1	0	1	1	0	230	0	CORE_VEHICLE	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		cormist_dead	Slasher	Raketenwerfer	119	Fusor	Lance-missiles	1	2	1	1	1	1	1	Slasher	Lanzamisiles móvil	Slasher	Lanciamissili	1	1	1.45	0.012	0.027	512	1	1		0.5	Standby	640	TANKSH3			1	CORTRUCK_MISSILE				NOTAIR	NOTAIR																																																																																											
ReImagined HPI Compile\ReIm_Units\CORMLV.UNITINFO	CORMLV	1.2	CORE	CORMLV	MV-S3	Spoiler	Mine Layer Vehicle	3	3	1117	187	1400	0	16	1	1740	100	1	1	1	1	0	145	0	CORE_CVEHICLE	0	0	BIG_UNITEX	BIG_UNIT	CORE MINELAYER TANK LEVEL1 WEAPON NOTAIR NOTSUB	CNSTR	Copyright 1997 Humongous Entertainment. All rights reserved.		cormlv_dead	Spoiler	Legt Landminen	159	Dispersor	Poseur de mines			1	1	1	0	1	Spoiler	Minas terrestres de superficie	Spoiler	Posamine di terra		0	.8	0.2	0.011	230	1	1		1	Standby	640	TANKSH3							1								70	0	0																																																																																			
ReImagined HPI Compile\ReIm_Units\CORMMKR.UNITINFO	CORMMKR	1.2	CORE	CORMMKR	MMC	Moho Metal Maker	Produces Metal	4	4	10928	51	500	0	10	625	41253	0	0	0	1	1	0	210	0	CORE_MAKER	0	0	BIG_BUILDINGEX	BIG_BUILDING	CORE METAL LEVEL2 NOWEAPON NOTAIR NOTSUB  	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooo ooo ooo	cormmkr_dead	Moho-Metallschmelze	Metallgewinnung	292	Métallo avançé	Convertisseur d'énergie en métal avançée								Productor de Metal Moho	Complejo de producción de metal	Crea-Metalli Moho	Complesso per la creazione di metalli															8192					1																					0.7							1	1																																12																																
ReImagined HPI Compile\ReIm_Units\CORMOHO.UNITINFO	CORMOHO	1	CORE	CORMOHO	MD-2	Moho Mine	Advanced Metal Extractor	5	5	9121	1450	1465	0	10	12	32500	0	0	0	1	1	0	210	0	CORE_MOHO	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE metal extractor level3 NOWEAPON NOTAIR NOTSUB 	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooooooooooooooooooo	cormoho_dead	Moho-Mine	Verbesserter Metallextractor	120	Mine Moho	Extracteur de métal évolué								Mina Moho	Extractor avanzado de metales	Estrattore Moho	Estrattore di metallo avanzato	1														2048																																	1	1																																			0.003																													
ReImagined HPI Compile\ReIm_Units\CORMORT.UNITINFO	CORMORT	1.2	CORE	CORMORT	KA-PS6	Morty	Mobile Mortar Kbot	2	2	2865	321	920	12	14	1	7527	0	1	0	1	1	0	225	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		cormort_dead	Morty	Mobiler Mörser-Kbot	217	Mortier	Mortier mobile Kbot	1	2	1	1	1	1	1	Morty	Kbot mortero móvil	Morty	Kbot mortaio mobile		1	1.13	0.183105469	0.11	999	2	1		1	Standby	640	KBOTSS2			1	CORE_MORT			1	VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORMSHIP.UNITINFO	CORMSHIP	1	CORE	CORMSHIP	SA-GM6	Missile Frigate	Missile Ship	6	6	7628	2283	1250			0.9	22126	0	1	0	1	1	0	245	1250	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		cormship_dead	Hydra	Raketenfregatte	121	Hydrax	Frégate lance-missiles	1	2	1	1	1	1	1	Missile Frigate	Buque antiaéreo	Fregata Lanciamissili	Nave lanciamissili	1	1	0.9	0.018310547	0.009155273	128	1	1	0.5	0.9	Standby	640	BOATD6	12		1	CORMSHIP_ROCKET	CORSHIP_MISSILE					NOTAIR	1																								1																																																																	
ReImagined HPI Compile\ReIm_Units\CORMSTOR.UNITINFO	CORMSTOR	1	CORE	CORMSTOR	MS-4	Metal Storage	Increases Metal Storage	5	5	550	320	1306	0	10	0	2925	0	0	0	1	1	0	210	0	CORE_MSTOR	0	1000	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL LEVEL1 NOWEAPON  NOTAIR NOTSUB STORAGE	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooooooooooooooooooo	cormstor_dead	Metallspeicher	Vergrößert Lager für Metallvorräte	122	Dépôt de métal	Augmente le stockage de métal								Almacén de Metal	Incrementa capacidad de alm. metal	Deposito di Metallo	Aumenta l'immagazzinamento del metallo	1																																															1																																																																	
ReImagined HPI Compile\ReIm_Units\Cornecro.UNITINFO	CORNECRO	1.2	CORE	CORNECRO	COR-RES	Resurrection Kbot	Resurrection Kbot	2	2	10164	376	470	22	14	0.4	11416	160	1	1	1	1	0	290	0	CORE_NECRO	50	50	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL3 WEAPON NOTAIR 	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		CORNECRO_dead	Necro	Resurrection Kbot	256	Necro	Kbot de resurrection	1	2	1	1	1	1	1	Necro	Kbot Resurrection	Necro	Kbot Resurrection		1	1.4	0.15	0.1	1016	2	1		0.4	Standby	640	TANKSH2							1	VTOL	VTOL									1							VTOL					weight CORNECRO 0	limit CORNECRO 0																																																												1	1	1	1						
ReImagined HPI Compile\ReIm_Units\CORPLAS.UNITINFO	CORPLAS	3.0	CORE	CORPLAS	COR-PLAS	Immolator	Plasma Tower	3	3	1790	321	842	0	10	0	4094	0	0	0	1	1	0	380	0	COR_KBOT	0	0	MEDIUM_BUILDINGEX	MEDIUM_BUILDING	CORE weapon NOTAIR NOTSUB 	FORT	Copyright 1999 Humongous Entertainment. All rights reserved.	ooo	CORPLAS_dead			124			1	2					1					1							1			GUARD_NOMOVE				8192	1	CORPLAS_WEAPON				VTOL	VTOL													1																																																																														
ReImagined HPI Compile\ReIm_Units\CORPLAT.UNITINFO	CORPLAT	1.2	CORE	CORPLAT	FS-BP3	Seaplane Platform	Builds Seaplanes	7	7	5367	2305	2000			0	20102	200	0	1	1	1	0	130	0	CORE_SEAPLN_PLANT	200	900	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL2 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwww wCCCCCw wCCCCCw wCCCCCw wCCCCCw wCCCCCw wwwwwww	corplat_dead	Wasserflugzeug-Plattform	Baut Wasserflugzeuge	242	Plate-Forme Hydravion	Construit Hydravions	1	2	1	1	1	1	1	Plataforma de Hidroaviones	Construye Hidroaviones	Piattaforma idrovolanti	Costruzione idrovolanti	1													30						1										1				33																	1																																																														
ReImagined HPI Compile\ReIm_Units\CORPT.UNITINFO	CORPT	1	CORE	CORPT	ASD-SS	Searcher	Scout Ship	4	4	917	95	570			0.23	1877	0	1	0	1	1	0	280	0	CORE_SHIP	0	0	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corpt_dead	Searcher	Aufklärer	123	Belette	Vedette de reconnaissance	1	2	1	1	1	1	1	Searcher	Barco de reconocimiento	Searcher	Nave da ricognizione	1	1	3.6	0.02	0.1	519	1	1		0.23	Standby	1280	BOATS4	6		1	COREPT_LASER	CORKBOT_MISSILE					NOTAIR	1									0																																																																																
ReImagined HPI Compile\ReIm_Units\CORPUN.UNITINFO	CORPUN	1	CORE	CORPUN	COR-PUN	Punisher	Plasma Battery	4	3	7585	1887	2540	0	10	0	13268	0	0	0	1	1	0	350	0	COR_KBOT	200	0	MEDIUM_BUILDINGEX	MEDIUM_BUILDING	CORE LEVEL2 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corpun_dead	Punisher	Stationäre Plasmawerfer-Batterie	124	Répressor	Batterie à plasma stationnaire	1	2					1	Punisher	Cañón de plasma	Punisher	Batteria al plasma	1							1			GUARD_NOMOVE				8192	1	CORFIXED_GUN				VTOL	VTOL																																																																																											
ReImagined HPI Compile\ReIm_Units\CORPYRO.UNITINFO	CORPYRO	1	CORE	CORPYRO	KB-C9	Pyro	Assault Kbot	2	2	2200	260	700	25	17	1.1	3750	0	1	0	1	1	0	245	0	COR_KBOT	0	0	CORPYRO_BLAST	MEDIUM_BUILDING	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corpyro_dead	Pyro	Gefechts-Kbot	125	Pyroman	Kbot d'assaut	1	2	1	1	1	1	1	Pyro	Kbot lanzallamas	Pyro	Kbot d'assalto	1	1	1.525878906	0.183105469	0.1	950	2	1		1.1	Standby	640	TANKSH2			1	FLAMETHROWER				VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORRAD.UNITINFO	CORRAD	1	CORE	CORRAD	FR-3	Radar Tower	Radar Tower	2	2	800	50	51	0	10	6	1137	0	0	0	1	1	0	350	1440	CORE_RADAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE SPECIAL RAD LEVEL1 NOTAIR NOTSUB CTRL_R	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corrad_dead	Radarturm	Radarturm	126	Tour radar	Tour radar								Torre de Radar	Torre de Radar	Torre Radar	Torretta radar	1							1		6																							0															1	1																																																											16384					
ReImagined HPI Compile\ReIm_Units\CORRAID.UNITINFO	CORRAID	1	CORE	CORRAID	PS12	Raider	Medium Assault Tank	2	2	1241	169	1058	12	10	0.6	2376	0	1	0	1	1	0	250	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corraid_dead	Raider	Mittelschwerer Gefechtspanzer	127	Raider	Char d'assaut moyen	1	2	1	1	1	1	1	Raider	Tanque de asalto medio	Raider	Carro armato medio d'assalto	1	1	1.6	0.009765625	0.013	430	1	1		0.6	Standby	640	TANKSH2			1	CORE_LIGHTCANNON				VTOL	VTOL																VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORREAP.UNITINFO	CORREAP	1	CORE	CORREAP	TB-PS4	Reaper	Heavy Assault Tank	3	3	3048	473	2014	100	12	0.8	8730	0	1	0	1	1	0	240	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		correap_dead	Reaper	Schwerer Gefechtsfahrzeug	128	Moissonneur	Char d'assaut lourd	1	2	1	1	1	1	1	Reaper	Tanque de asalto pesado	Reaper	Carro armato pesante d'assalto	1	1	1.2	0.007629395	0.011	299	1	1		0.8	Standby	640	TANKSH3			1	CORE_REAP				VTOL	VTOL																VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORRL.UNITINFO	CORRL	1	CORE	CORRL	F-R14	Pulverizer	Missile Tower	3	3	805	76	300	0	20	0	1749	0	0	0	1	1	0	350	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE SPECIAL LEVEL2 WEAPON NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corrl_dead	Pulverizer	Raketenturm	129	Pulvérisator	Tour lance-missiles	1	2					1	Pulverizer	Torre antiaérea	Pulverizer	Torretta missilistica	1							1			GUARD_NOMOVE					1	CORRL_MISSILE				NOTAIR	NOTAIR																																																																																											
ReImagined HPI Compile\ReIm_Units\CORROACH.UNITINFO	CORROACH	1	CORE	CORROACH	UV-2-AB	Roach	Crawling Bomb	1	1	5471	65	195	112	32	0.1	7899	0	1	0	1	1	0	100	0	ROACH	0	0	CRAWL_BLASTSML	CRAWL_BLAST	CORE KBOT WEAPON LEVEL2 NOTAIR NOTSUB KAMIKAZE	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.			Roach	Kriech-Bombe	130	Blatte	Bombe rampante	1	0	1	1	1	1	1	Roach	Bomba de asalto	Roach	Bomba a grappolo	1	1	0.4	0.12	0.1	1370	1	1		0.1	Standby	640	TANKDS2			1					VTOL	VTOL																VTOL																																															1									40																			
ReImagined HPI Compile\ReIm_Units\CORROY.UNITINFO	CORROY	1	CORE	CORROY	SA-AS4	Enforcer	Destroyer	4	4	4505	887	3150			1.9	13368	0	1	0	1	1	0	330	0	CORE_SHIP	0	0	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL2 WEAPON ANTISUB NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corroy_dead	Enforcer	Zerstörer	131	Justicier	Destroyer	1	2	1	1	1	1	1	Enforcer	Destructor	Enforcer	Distruttore	1	1	2.93	0.018310547	0.009155273	128	1	1	0.6	1.9	Standby	640	BOATS4	12	16384	1	CORE_ROY	COREDEPTHCHARGE			VTOL	VTOL	NOTSUB 	1									305					VTOL										1																																																																	
ReImagined HPI Compile\ReIm_Units\CORSCORP.UNITINFO	CORSCORP	1.2	CORE	CORSCORP	COR-ELW	Scorpion	Indigenous Lifeform	3	3	15660	0	1000	12		0	29611	0	1	0	1	1	0	210	0	CORSCORP	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON PARAL NOTAIR NOTSUB CTRL_W	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.			Skorpion	einheimische Lebensform	278	Scorpion	Forme de Vie Indigène	1	2	1	1	1	1	1	Escorpión	Forma de vida autóctona	Scorpione	Forma di vita indigena		1	1.52	0.152	0.151	1020	1	1		0.7	Standby	640	SPID3			1	CORSCORP_WEAPON			1	VTOL	VTOL																VTOL																						corscorp_dead	1																																																				
ReImagined HPI Compile\ReIm_Units\CORSEAL.UNITINFO	CORSEAL	1	CORE	CORSEAL	TBA-PS9	Crock	Amphibious Tank	3	3	2310	295	1144	255	12	0.5	6119	0	1	0	1	1	0	230	0	CORE_TANK	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON PHIB NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corseal_dead	Crock	Amphibienpanzer	132	Amphibiax	Char amphibie	1	2	1	1	1	1	1	Crock	Tanque anfibio	Crock	Carro armato anfibio	1	1	1.2	0.008	0.008	320	1	1		0.5	Standby	640	TANKDH3			1	CORE_MEDIUMCANNON				VTOL	VTOL																VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORSEAP.UNITINFO	CORSEAP	1.2	CORE	CORSEAP	SB-BR4	Typhoon	Torpedo Seaplane	3	3	9785	545	210	0	10	0.7	23698	0	1	0	1	1	0	350	0	COR_SEAPLN	0	0	MEDIUM_UNITEX	MEDIUM_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Typhoon	Seetaugliches Bomber-Gunship	193	Typhon	Hydravion bombardier de combat	1	2	1	1	1	1	1	Typhoon	Hidroavión de helicópteros bombarderos	Typhoon	Idroplano bombadiere		1	10.5	3	0.26	512	1	1		0.7	VTOL_standby	1280				1	CORSEAP_WEAPON1	CORSEAP_WEAPON2	CORSEAP_WEAPON3		VTOL		VTOL		1	75	1								1																																						255	1					8									100																									
ReImagined HPI Compile\ReIm_Units\CORSENT.UNITINFO	CORSENT	1.2	CORE	CORSENT	KG-EHL	Copperhead	Mobile Flak Vehicle	2	2	12487	886	685	12	14	0.8	23975	0	1	0	1	1	0	260	0	COR_TANK	100	0	BIG_UNITEX	BIG_UNIT	CORE TANK LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corsent_dead	Copperhead	Mobile Flak-Einheit	314	Scrutator	Véhicule antiaérien	1	2	1	0	1	1	1	Copperhead	Vehículo Móvil Antiaéreo	Testa di rame	Veicolo d'artiglieria mobile		1	1.01	0.1	0.04	489	2	1		0.3	Standby	30	TANKSH3			1	CORSENT_GUN			1	NOTAIR	NOTAIR									0																																																																														1				
ReImagined HPI Compile\ReIm_Units\CORSFIG.UNITINFO	CORSFIG	1.2	CORE	CORSFIG	SB-BR4	Voodoo	Seaplane Fighter	3	3	6524	182	159	0	10	0.7	14857	0	1	0	1	1	0	350	0	COR_SEAPLN	0	0	MEDIUM_UNITEX	MEDIUM_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Voodoo	Jäger-Wasserflugzeug	295	Vaudou	Hydravion de Chasse	1	2	1	1	1	1	1	Voodoo	Hidroavión de Combate	Voodoo	Caccia idrovolante		1	11.1	3	0.38	512	1	1		0.7	VTOL_standby	1280				1	CORSFIG_WEAPON	CORSFIG_WEAPON2							1	70									1																																						255	1					8																																		
ReImagined HPI Compile\ReIm_Units\CORSH.UNITINFO	CORSH	1.2	CORE	CORSH	COR-MRJ	Scrubber	Scout Hovercraft	3	3	1252	72	200	0	16	2.6	3547	0	1	0	1	1	0	280	0	CORE_HOVER_SM	0	0	BIG_UNITEX	BIG_UNIT	CORE HOVER WEAPON LEVEL2 NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corsh_dead	Scrubber	Aufklärungs-Hovercraft	286	Laveur	Hovercraft Reconnaissance	1	2	1	1	1	1	1	Scrubber		Scrubber			1	3.5	0.05	0.1	310	1	1		2.6	Standby	640	TANKHOVER3			1	CORSH_WEAPON			1	VTOL	VTOL														Hovercraft de exploración	Hovercraft di ricognizione	VTOL	1																																																																										
